attendance_id,employee_id,attendance_date,hours_worked
5857,676,2026-04-07 14:05:26.477644,
5858,503,2026-03-24 14:05:26.477651,8.0
5859,1131,2025-08-26 14:05:26.477655,2.0
5860,510,2025-10-06 14:05:26.477660,0.0
5861,22,2026-04-19 14:05:26.477664,6.0
5862,720,2025-09-17 14:05:26.477668,6.0
125,760,2025-07-22 14:05:26.477673,4.0
5864,22,2026-02-19 14:05:26.477679,4.0
5865,666,2025-09-23 14:05:26.477684,3.0
5866,35,2025-09-08 14:05:26.477688,4.0
5867,464,2026-02-28 14:05:26.477692,0.0
5868,903,2025-10-07 14:05:26.477696,2.0
5869,426,2025-08-11 14:05:26.477701,6.0
74,384,2026-04-04 14:05:26.477705,2.0
5871,681,2025-08-10 14:05:26.477709,1.0
5872,876,2026-05-25 14:05:26.477714,2.0
5873,503,2025-11-25 14:05:26.477719,10.0
5874,464,2026-04-05 14:05:26.477723,10.0
5875,442,2025-09-01 14:05:26.477727,9.0
5876,390,2026-02-13 14:05:26.477732,8.0
5877,1192,2026-03-08 14:05:26.477736,4.0
5878,713,2026-01-05 14:05:26.477741,7.0
5879,946,2026-01-06 14:05:26.477745,4.0
5880,766,2025-06-17 14:05:26.477750,10.0
5881,403,2025-07-23 14:05:26.477756,3.0
5882,1049,2025-07-05 14:05:26.477764,10.0
5883,496,2025-07-25 14:05:26.477769,10.0
5884,624,2025-10-07 14:05:26.477774,7.0
5885,643,2025-09-12 14:05:26.477778,0.0
5886,399,2025-10-12 14:05:26.477782,10.0
5887,18,2025-08-28 14:05:26.477786,0.0
5888,169,2025-09-14 14:05:26.477790,5.0
5889,947,2025-12-03 14:05:26.477795,
107,830,2025-12-13 14:05:26.477806,1.0
173,431,2025-08-17 14:05:26.477810,4.0
5892,214,2025-09-16 14:05:26.477815,5.0
5893,444,2025-09-09 14:05:26.477821,9.0
5894,42,2026-04-11 14:05:26.477826,8.0
5895,347,2026-01-30 14:05:26.477831,8.0
5896,150,2025-10-02 14:05:26.477838,7.0
5897,32,2025-08-22 14:05:26.477843,2.0
5898,579,2026-01-12 14:05:26.477847,2.0
5899,414,2025-10-21 14:05:26.477851,10.0
5900,117,2025-10-07 14:05:26.477856,6.0
5901,688,2025-06-11 14:05:26.477861,0.0
5902,950,2026-02-06 14:05:26.477866,0.0
5903,1116,2025-07-25 14:05:26.477869,3.0
5904,327,2025-11-18 14:05:26.477874,1.0
5905,386,2025-12-01 14:05:26.477878,0.0
5906,1046,2026-05-02 14:05:26.477883,1.0
5907,910,2025-09-30 14:05:26.477887,8.0
5908,453,2025-06-24 14:05:26.477891,9.0
5909,768,2025-12-25 14:05:26.477896,
5910,456,2025-11-23 14:05:26.477901,6.0
5911,349,2025-07-31 14:05:26.477906,10.0
5912,450,2025-10-18 14:05:26.477910,7.0
5913,65,2026-02-03 14:05:26.477914,0.0
5914,217,2025-08-09 14:05:26.477919,0.0
5915,73,2026-01-12 14:05:26.477923,3.0
5916,995,2025-10-21 14:05:26.477928,5.0
5917,1158,2026-01-09 14:05:26.477932,2.0
5918,1044,2025-07-31 14:05:26.477937,8.0
9,950,2026-05-11 14:05:26.477941,6.0
5920,176,2025-08-21 14:05:26.477946,3.0
197,548,2025-09-20 14:05:26.477954,1.0
5922,123,2026-04-17 14:05:26.477958,6.0
5923,814,2026-03-21 14:05:26.477963,9.0
144,276,2025-08-15 14:05:26.477968,9.0
5925,779,2026-06-04 14:05:26.477973,4.0
5926,730,2025-07-08 14:05:26.477978,8.0
5927,1092,2025-11-17 14:05:26.477985,5.0
5928,158,2025-10-15 14:05:26.477989,10.0
5929,909,2025-11-18 14:05:26.477994,7.0
5930,56,2025-10-16 14:05:26.477998,6.0
5931,260,2025-11-16 14:05:26.478002,8.0
5932,298,2026-06-07 14:05:26.478007,9.0
5933,299,2025-06-28 14:05:26.478013,5.0
5934,1151,2026-03-23 14:05:26.478018,4.0
5935,708,2026-04-05 14:05:26.478022,9.0
5936,277,2025-07-24 14:05:26.478028,2.0
5937,765,2026-03-30 14:05:26.478033,6.0
5938,1100,2026-01-19 14:05:26.478038,7.0
5939,943,2026-02-24 14:05:26.478042,5.0
5940,327,2025-10-18 14:05:26.478046,10.0
5941,64,2026-02-08 14:05:26.478051,0.0
5942,400,2025-10-25 14:05:26.478055,1.0
5943,51,2025-08-04 14:05:26.478060,10.0
5944,731,2026-04-27 14:05:26.478069,0.0
5945,73,2025-07-06 14:05:26.478073,2.0
5946,1195,2025-08-03 14:05:26.478077,8.0
5947,901,2025-09-28 14:05:26.478082,3.0
5948,651,2026-02-09 14:05:26.478086,1.0
5949,789,2025-08-15 14:05:26.478091,1.0
86,1013,2025-08-16 14:05:26.478095,9.0
5951,174,2025-08-18 14:05:26.478100,
5952,990,2025-08-16 14:05:26.478105,4.0
5953,447,2025-09-17 14:05:26.478109,
5954,406,2025-06-27 14:05:26.478112,7.0
5955,162,2025-11-22 14:05:26.478117,2.0
5956,737,2026-03-15 14:05:26.478122,8.0
5957,464,2026-04-13 14:05:26.478126,0.0
5958,912,2026-05-15 14:05:26.478130,3.0
5959,975,2026-03-29 14:05:26.478139,6.0
5960,604,2026-01-24 14:05:26.478143,3.0
5961,698,2026-01-25 14:05:26.478147,2.0
5962,1026,2025-09-05 14:05:26.478152,7.0
5963,549,2025-09-12 14:05:26.478156,3.0
5964,251,2026-03-19 14:05:26.478161,9.0
5965,795,2026-02-15 14:05:26.478165,6.0
5966,468,2026-02-21 14:05:26.478170,6.0
5967,207,2025-07-23 14:05:26.478192,2.0
5968,107,2026-04-16 14:05:26.478197,5.0
5969,1128,2026-04-14 14:05:26.478202,6.0
5970,719,2026-02-28 14:05:26.478206,3.0
5971,287,2025-07-27 14:05:26.478210,9.0
5972,110,2026-03-07 14:05:26.478215,9.0
5973,905,2026-05-25 14:05:26.478220,0.0
66,881,2026-06-07 14:05:26.478225,0.0
5975,10,2026-05-24 14:05:26.478230,7.0
5976,701,2026-04-06 14:05:26.478235,7.0
5977,62,2025-12-15 14:05:26.478239,8.0
5978,143,2025-09-23 14:05:26.478243,
5979,1055,2025-12-01 14:05:26.478247,10.0
5980,727,2026-03-18 14:05:26.478252,8.0
5981,86,2025-06-30 14:05:26.478302,3.0
5982,1130,2025-07-23 14:05:26.478307,10.0
5983,99,2025-10-28 14:05:26.478312,
5984,1027,2025-10-19 14:05:26.478320,1.0
5985,83,2025-09-21 14:05:26.478324,0.0
5986,730,2026-01-27 14:05:26.478329,0.0
5987,1180,2025-08-10 14:05:26.478334,1.0
5988,1046,2025-07-13 14:05:26.478339,1.0
5989,205,2025-11-04 14:05:26.478344,10.0
5990,930,2026-04-19 14:05:26.478348,5.0
5991,529,2026-04-21 14:05:26.478356,1.0
5992,1067,2025-07-08 14:05:26.478361,2.0
5993,370,2026-05-03 14:05:26.478366,0.0
5994,939,2026-05-05 14:05:26.478370,8.0
5995,1157,2025-09-23 14:05:26.478375,1.0
5996,987,2026-04-23 14:05:26.478380,7.0
5997,1008,2025-08-24 14:05:26.478385,3.0
5998,180,2025-11-26 14:05:26.478390,
5999,11,2025-06-19 14:05:26.478394,10.0
6000,1130,2025-12-07 14:05:26.478399,5.0
6001,369,2025-10-07 14:05:26.478403,10.0
6002,399,2025-12-16 14:05:26.478408,5.0
6003,47,2025-12-24 14:05:26.478412,1.0
6004,961,2025-10-22 14:05:26.478417,5.0
6005,406,2026-02-07 14:05:26.478423,8.0
6006,766,2026-02-01 14:05:26.478427,8.0
6007,638,2026-01-11 14:05:26.478431,6.0
6008,1152,2025-08-11 14:05:26.478436,2.0
6009,1087,2025-11-27 14:05:26.478441,5.0
6010,1160,2025-08-07 14:05:26.478445,0.0
6011,117,2026-04-14 14:05:26.478449,5.0
6012,830,2026-03-14 14:05:26.478453,6.0
6013,919,2026-03-22 14:05:26.478457,8.0
6014,523,2025-09-13 14:05:26.478462,6.0
6015,348,2025-06-19 14:05:26.478465,0.0
6016,711,2026-03-04 14:05:26.478470,1.0
6017,537,2026-02-20 14:05:26.478475,3.0
6018,969,2025-06-29 14:05:26.478479,0.0
6019,1173,2026-01-21 14:05:26.478484,5.0
6020,1149,2026-06-06 14:05:26.478489,7.0
6021,1047,2026-02-03 14:05:26.478493,5.0
6022,84,2025-10-29 14:05:26.478498,10.0
6023,1092,2025-07-28 14:05:26.478506,10.0
6024,714,2026-03-03 14:05:26.478510,8.0
6025,100,2025-07-05 14:05:26.478515,1.0
6026,1191,2025-11-15 14:05:26.478519,8.0
6027,445,2025-12-11 14:05:26.478526,1.0
6028,330,2026-03-03 14:05:26.478530,9.0
6029,683,2026-05-25 14:05:26.478535,3.0
6030,342,2026-01-06 14:05:26.478540,2.0
6031,124,2025-10-26 14:05:26.478544,4.0
6032,1136,2026-04-18 14:05:26.478552,8.0
6033,196,2026-06-03 14:05:26.478556,
107,166,2025-07-10 14:05:26.478561,2.0
6035,1011,2025-12-04 14:05:26.478566,8.0
6036,535,2026-05-06 14:05:26.478571,1.0
6037,876,2025-10-18 14:05:26.478575,9.0
6038,889,2025-11-17 14:05:26.478580,6.0
6039,229,2026-02-16 14:05:26.478584,10.0
6040,314,2025-11-02 14:05:26.478588,6.0
6041,95,2025-10-21 14:05:26.478593,5.0
6042,222,2026-04-06 14:05:26.478597,7.0
6043,659,2025-07-15 14:05:26.478601,2.0
6044,359,2026-05-20 14:05:26.478606,1.0
6045,835,2025-12-12 14:05:26.478610,3.0
6046,670,2025-10-06 14:05:26.478615,0.0
6047,435,2026-04-07 14:05:26.478619,1.0
6048,1084,2025-12-02 14:05:26.478625,1.0
6049,126,2026-06-04 14:05:26.478630,1.0
6050,921,2025-06-29 14:05:26.478635,2.0
6051,550,2025-07-26 14:05:26.478639,0.0
6052,489,2026-04-27 14:05:26.478643,5.0
6053,892,2026-05-16 14:05:26.478647,7.0
6054,479,2025-12-10 14:05:26.478653,7.0
6055,232,2026-05-03 14:05:26.478658,5.0
6056,121,2025-11-02 14:05:26.478662,
6057,458,2025-10-21 14:05:26.478666,6.0
6058,158,2025-07-09 14:05:26.478670,0.0
6059,486,2025-12-15 14:05:26.478675,10.0
6060,214,2025-06-29 14:05:26.478678,
6061,493,2026-02-22 14:05:26.478683,4.0
6062,983,2026-04-07 14:05:26.478688,10.0
6063,1047,2026-03-11 14:05:26.478692,6.0
6064,893,2025-12-25 14:05:26.478696,0.0
6065,55,2025-06-17 14:05:26.478701,3.0
6066,566,2025-12-06 14:05:26.478705,7.0
6067,1054,2025-12-13 14:05:26.478709,1.0
6068,730,2025-08-16 14:05:26.478713,7.0
6069,1090,2026-01-25 14:05:26.478716,10.0
6070,946,2025-06-29 14:05:26.478720,
6071,181,2025-07-09 14:05:26.478725,6.0
6072,462,2026-03-08 14:05:26.478729,8.0
6073,1079,2026-02-12 14:05:26.478733,9.0
6074,384,2025-11-12 14:05:26.478738,10.0
6075,478,2026-02-16 14:05:26.478742,9.0
6076,375,2025-08-04 14:05:26.478746,3.0
6077,311,2025-07-12 14:05:26.478750,0.0
6078,824,2026-04-17 14:05:26.478755,0.0
6079,199,2025-11-13 14:05:26.478758,1.0
6080,136,2025-06-20 14:05:26.478763,8.0
6081,1157,2026-02-01 14:05:26.478767,5.0
6082,872,2025-12-15 14:05:26.478771,6.0
6083,557,2025-10-08 14:05:26.478775,0.0
6084,1058,2025-09-01 14:05:26.478779,3.0
6085,821,2026-05-06 14:05:26.478783,8.0
6086,1020,2026-03-23 14:05:26.478790,8.0
6087,405,2025-10-31 14:05:26.478795,3.0
53,344,2025-11-06 14:05:26.478800,8.0
6089,108,2025-10-05 14:05:26.478804,4.0
6090,1120,2025-11-25 14:05:26.478808,0.0
6091,817,2025-06-26 14:05:26.478812,2.0
6092,1166,2026-04-19 14:05:26.478816,3.0
6093,1070,2025-12-31 14:05:26.478821,3.0
6094,1078,2026-01-14 14:05:26.478825,5.0
6095,852,2026-05-10 14:05:26.478831,4.0
6096,459,2025-08-07 14:05:26.478835,1.0
6097,1146,2026-03-31 14:05:26.478840,5.0
6098,825,2026-02-12 14:05:26.478844,0.0
6099,357,2025-10-07 14:05:26.478848,9.0
6100,1112,2025-07-19 14:05:26.478853,1.0
6101,849,2025-06-19 14:05:26.478857,0.0
6102,982,2025-11-05 14:05:26.478861,5.0
6103,109,2026-01-04 14:05:26.478865,8.0
6104,467,2026-02-11 14:05:26.478869,1.0
6105,40,2026-01-25 14:05:26.478876,0.0
6106,463,2026-01-20 14:05:26.478880,7.0
6107,673,2025-09-03 14:05:26.478884,4.0
6108,625,2026-04-01 14:05:26.478889,5.0
6109,357,2025-06-17 14:05:26.478894,6.0
6110,748,2025-06-21 14:05:26.478898,1.0
6111,959,2025-07-11 14:05:26.478902,2.0
6112,708,2025-07-23 14:05:26.478913,9.0
6113,278,2026-03-27 14:05:26.478917,10.0
6114,995,2025-07-15 14:05:26.478921,1.0
6115,521,2025-06-29 14:05:26.478925,10.0
6116,973,2026-01-22 14:05:26.478929,10.0
6117,529,2025-09-17 14:05:26.478933,1.0
6118,240,2025-08-27 14:05:26.478941,10.0
6119,48,2026-03-13 14:05:26.478945,6.0
6120,378,2026-03-17 14:05:26.478949,8.0
39,345,2025-12-12 14:05:26.478953,9.0
6122,877,2026-04-17 14:05:26.478958,5.0
6123,569,2025-12-19 14:05:26.478962,6.0
6124,1082,2026-05-09 14:05:26.478966,4.0
6125,1075,2025-10-31 14:05:26.478970,4.0
6126,1196,2025-09-03 14:05:26.478974,0.0
6127,169,2026-04-01 14:05:26.478979,9.0
6128,179,2025-06-26 14:05:26.478983,9.0
6129,392,2026-05-05 14:05:26.478987,4.0
6130,61,2025-07-12 14:05:26.478991,5.0
6131,240,2026-04-04 14:05:26.478995,7.0
6132,18,2025-12-27 14:05:26.479000,1.0
6133,572,2025-08-27 14:05:26.479004,2.0
101,667,2025-08-23 14:05:26.479008,7.0
6135,293,2026-01-08 14:05:26.479012,3.0
6136,485,2026-02-28 14:05:26.479017,5.0
6137,1108,2026-04-07 14:05:26.479021,4.0
6138,938,2026-02-09 14:05:26.479026,2.0
6139,680,2025-08-03 14:05:26.479030,8.0
6140,84,2026-04-05 14:05:26.479034,9.0
6141,223,2025-07-11 14:05:26.479038,1.0
6142,796,2025-12-21 14:05:26.479043,9.0
6143,57,2026-03-13 14:05:26.479047,5.0
6144,733,2026-05-24 14:05:26.479052,4.0
6145,271,2025-11-16 14:05:26.479056,4.0
6146,330,2026-03-25 14:05:26.479060,10.0
6147,522,2025-11-16 14:05:26.479064,7.0
6148,758,2026-05-08 14:05:26.479068,10.0
6149,146,2025-08-08 14:05:26.479073,1.0
6150,293,2026-04-29 14:05:26.479080,0.0
6151,1136,2026-02-25 14:05:26.479084,10.0
6152,257,2026-02-05 14:05:26.479089,6.0
6153,1119,2025-10-17 14:05:26.479093,3.0
6154,1028,2025-07-20 14:05:26.479097,10.0
6155,947,2026-03-05 14:05:26.479101,7.0
6156,190,2025-08-01 14:05:26.479105,10.0
6157,1134,2025-06-20 14:05:26.479109,4.0
6158,415,2026-01-10 14:05:26.479114,5.0
6159,668,2025-09-26 14:05:26.479118,9.0
6160,394,2025-07-27 14:05:26.479122,1.0
6161,361,2026-04-29 14:05:26.479126,5.0
6162,335,2025-09-05 14:05:26.479131,6.0
6163,962,2025-12-20 14:05:26.479135,6.0
6164,314,2026-01-09 14:05:26.479139,3.0
6165,462,2026-01-13 14:05:26.479143,2.0
6166,347,2026-06-05 14:05:26.479146,6.0
6167,863,2025-11-14 14:05:26.479151,9.0
6168,768,2025-07-09 14:05:26.479155,6.0
6169,379,2026-04-25 14:05:26.479159,8.0
6170,486,2026-04-04 14:05:26.479163,8.0
6171,193,2025-10-08 14:05:26.479167,5.0
6172,520,2026-04-18 14:05:26.479171,
6173,323,2025-07-26 14:05:26.479176,3.0
6174,897,2025-10-16 14:05:26.479180,0.0
6175,839,2025-12-08 14:05:26.479184,1.0
6176,1032,2025-10-31 14:05:26.479194,2.0
6177,128,2026-05-23 14:05:26.479198,0.0
6178,545,2025-10-13 14:05:26.479201,2.0
6179,188,2025-10-13 14:05:26.479205,5.0
6180,690,2026-03-01 14:05:26.479208,1.0
6181,119,2026-03-14 14:05:26.479216,8.0
6182,1031,2026-03-17 14:05:26.479221,1.0
6183,820,2025-11-27 14:05:26.479225,
6184,220,2025-12-30 14:05:26.479229,2.0
6185,605,2025-12-21 14:05:26.479233,2.0
6186,90,2026-03-02 14:05:26.479237,3.0
6187,908,2026-02-27 14:05:26.479240,4.0
6188,485,2025-11-08 14:05:26.479275,3.0
6189,42,2025-11-28 14:05:26.479279,8.0
6190,487,2025-10-11 14:05:26.479284,4.0
6191,489,2025-12-26 14:05:26.479288,4.0
6192,977,2026-03-15 14:05:26.479293,2.0
6193,584,2026-02-16 14:05:26.479297,5.0
6194,759,2026-03-29 14:05:26.479301,10.0
6195,262,2025-12-04 14:05:26.479306,4.0
6196,399,2026-01-28 14:05:26.479310,0.0
6197,671,2025-12-22 14:05:26.479317,0.0
6198,580,2025-07-31 14:05:26.479322,6.0
6199,571,2025-12-20 14:05:26.479326,4.0
6200,797,2025-10-17 14:05:26.479330,0.0
6201,1031,2025-12-02 14:05:26.479334,10.0
6202,1058,2025-11-29 14:05:26.479338,1.0
6203,915,2025-10-12 14:05:26.479343,1.0
6204,917,2026-02-02 14:05:26.479347,9.0
6205,308,2026-02-11 14:05:26.479351,7.0
6206,1051,2025-08-22 14:05:26.479355,9.0
6207,577,2026-01-16 14:05:26.479359,6.0
6208,1047,2025-11-17 14:05:26.479363,6.0
6209,842,2026-05-07 14:05:26.479367,8.0
6210,15,2025-06-30 14:05:26.479372,10.0
6211,1084,2025-09-14 14:05:26.479376,9.0
6212,914,2025-09-14 14:05:26.479380,
6213,207,2026-01-31 14:05:26.479387,10.0
6214,66,2026-05-22 14:05:26.479391,2.0
6215,787,2025-10-27 14:05:26.479395,5.0
6216,710,2026-04-06 14:05:26.479399,10.0
6217,647,2025-11-10 14:05:26.479403,4.0
6218,287,2025-11-07 14:05:26.479408,8.0
6219,1110,2025-10-14 14:05:26.479413,9.0
6220,606,2025-12-23 14:05:26.479417,0.0
6221,706,2025-11-16 14:05:26.479421,1.0
6222,874,2025-07-21 14:05:26.479426,3.0
6223,1093,2025-06-25 14:05:26.479430,1.0
6224,604,2025-11-20 14:05:26.479435,0.0
6225,1046,2025-12-21 14:05:26.479439,9.0
6226,810,2025-08-24 14:05:26.479444,1.0
6227,539,2025-08-16 14:05:26.479449,8.0
6228,117,2026-01-08 14:05:26.479454,5.0
6229,927,2025-09-07 14:05:26.479458,0.0
6230,258,2025-07-20 14:05:26.479462,10.0
6231,720,2025-06-20 14:05:26.479466,2.0
6232,677,2025-09-29 14:05:26.479471,0.0
6233,1005,2025-11-28 14:05:26.479475,1.0
6234,574,2026-01-01 14:05:26.479479,9.0
6235,982,2025-07-29 14:05:26.479484,6.0
9,1044,2025-12-31 14:05:26.479487,2.0
123,16,2026-05-15 14:05:26.479492,7.0
6238,1096,2025-09-26 14:05:26.479497,4.0
6239,237,2026-01-28 14:05:26.479504,4.0
6240,957,2026-02-08 14:05:26.479509,10.0
6241,526,2025-07-18 14:05:26.479514,0.0
6242,94,2025-10-25 14:05:26.479518,2.0
6243,955,2025-06-29 14:05:26.479522,8.0
6244,511,2025-07-02 14:05:26.479526,7.0
6245,2,2025-07-13 14:05:26.479533,2.0
6246,1088,2025-07-12 14:05:26.479537,4.0
6247,1145,2025-10-26 14:05:26.479542,3.0
6248,138,2026-04-21 14:05:26.479549,6.0
6249,831,2025-07-02 14:05:26.479553,2.0
6250,485,2025-11-11 14:05:26.479557,2.0
6251,236,2025-10-26 14:05:26.479561,7.0
6252,1000,2026-04-24 14:05:26.479565,5.0
6253,755,2026-04-02 14:05:26.479569,5.0
6254,418,2025-08-12 14:05:26.479574,9.0
6255,776,2025-10-09 14:05:26.479579,10.0
6256,1078,2025-12-10 14:05:26.479584,0.0
6257,501,2025-06-10 14:05:26.479589,3.0
6258,764,2025-12-06 14:05:26.479593,4.0
6259,936,2025-07-16 14:05:26.479598,2.0
6260,590,2025-10-15 14:05:26.479602,0.0
6261,137,2025-11-25 14:05:26.479607,6.0
6262,466,2025-11-04 14:05:26.479612,5.0
6263,713,2025-11-17 14:05:26.479617,5.0
6264,695,2025-07-20 14:05:26.479621,5.0
148,405,2025-11-17 14:05:26.479626,8.0
6266,804,2025-09-26 14:05:26.479630,0.0
6267,501,2026-01-02 14:05:26.479851,0.0
6268,403,2025-06-19 14:05:26.479856,1.0
6269,956,2026-05-14 14:05:26.479860,6.0
6270,870,2025-10-13 14:05:26.479864,6.0
6271,838,2025-10-29 14:05:26.479867,3.0
6272,50,2025-07-03 14:05:26.479872,10.0
6273,877,2025-07-08 14:05:26.479875,10.0
6274,359,2025-06-14 14:05:26.479879,5.0
6275,920,2025-09-25 14:05:26.479882,8.0
6276,507,2025-07-04 14:05:26.479886,8.0
6277,837,2025-09-27 14:05:26.479897,
6278,790,2025-10-28 14:05:26.479902,7.0
6279,846,2026-03-31 14:05:26.479905,5.0
6280,251,2025-12-23 14:05:26.479909,9.0
6281,661,2026-02-26 14:05:26.479913,9.0
6282,27,2025-12-07 14:05:26.479918,6.0
6283,166,2025-07-27 14:05:26.479925,5.0
6284,4,2026-03-21 14:05:26.479928,5.0
6285,168,2026-02-02 14:05:26.479933,9.0
6286,873,2026-02-28 14:05:26.479937,1.0
6287,1163,2025-11-03 14:05:26.479941,1.0
6288,330,2026-02-01 14:05:26.479945,4.0
6289,258,2026-03-05 14:05:26.479949,5.0
6290,269,2025-12-09 14:05:26.479952,5.0
6291,231,2025-10-02 14:05:26.479956,8.0
6292,789,2025-08-11 14:05:26.479959,10.0
6293,1151,2025-10-11 14:05:26.479964,6.0
6294,866,2026-05-03 14:05:26.479967,10.0
6295,1133,2026-05-23 14:05:26.479971,10.0
6296,1010,2026-04-24 14:05:26.479975,10.0
6297,1086,2025-08-19 14:05:26.479978,10.0
6298,679,2026-04-04 14:05:26.479982,6.0
6299,995,2025-11-21 14:05:26.479985,5.0
6300,652,2026-01-09 14:05:26.479989,0.0
6301,40,2026-03-23 14:05:26.479993,7.0
6302,685,2026-01-22 14:05:26.479996,4.0
6303,271,2025-08-19 14:05:26.480003,3.0
6304,572,2025-10-22 14:05:26.480007,6.0
6305,379,2025-06-20 14:05:26.480011,4.0
6306,821,2026-02-14 14:05:26.480015,
6307,920,2025-12-29 14:05:26.480019,2.0
6308,187,2025-11-14 14:05:26.480025,10.0
6309,587,2025-09-23 14:05:26.480030,9.0
6310,128,2026-04-16 14:05:26.480034,3.0
6311,225,2026-02-15 14:05:26.480037,7.0
6312,268,2026-01-07 14:05:26.480041,8.0
6313,1071,2026-04-30 14:05:26.480045,3.0
6314,418,2026-05-22 14:05:26.480048,4.0
6315,565,2026-05-20 14:05:26.480052,9.0
6316,118,2025-11-13 14:05:26.480055,2.0
6317,272,2025-07-06 14:05:26.480059,6.0
6318,861,2026-01-09 14:05:26.480063,0.0
6319,50,2026-03-10 14:05:26.480067,
6320,509,2026-05-19 14:05:26.480086,6.0
6321,420,2026-05-11 14:05:26.480090,3.0
6322,169,2025-10-28 14:05:26.480094,
6323,890,2025-06-28 14:05:26.480098,10.0
6324,109,2025-11-11 14:05:26.480102,8.0
6325,83,2025-09-21 14:05:26.480107,0.0
6326,423,2025-06-07 14:05:26.480111,0.0
6327,810,2025-06-15 14:05:26.480115,8.0
6328,991,2025-08-23 14:05:26.480120,10.0
6329,1078,2025-10-19 14:05:26.480125,0.0
6330,518,2025-11-09 14:05:26.480131,6.0
6331,461,2026-04-27 14:05:26.480135,1.0
6332,190,2025-10-25 14:05:26.480139,3.0
6333,724,2025-09-25 14:05:26.480143,8.0
6334,787,2025-08-25 14:05:26.480147,10.0
6335,957,2025-08-01 14:05:26.480152,8.0
6336,671,2025-06-14 14:05:26.480157,0.0
6337,683,2026-03-04 14:05:26.480161,9.0
6338,13,2025-07-01 14:05:26.480166,
6339,1200,2025-11-20 14:05:26.480170,8.0
6340,24,2026-04-05 14:05:26.480177,5.0
6341,712,2025-07-15 14:05:26.480181,7.0
6342,849,2025-10-26 14:05:26.480211,5.0
6343,490,2026-03-28 14:05:26.480216,9.0
6344,284,2025-09-16 14:05:26.480221,1.0
6345,712,2025-12-24 14:05:26.480225,10.0
6346,33,2026-03-28 14:05:26.480229,7.0
6347,173,2025-09-02 14:05:26.480234,2.0
6348,409,2026-05-25 14:05:26.480237,8.0
6349,902,2026-01-31 14:05:26.480241,10.0
6350,1059,2025-08-27 14:05:26.480246,4.0
6351,30,2026-04-11 14:05:26.480250,10.0
6352,1118,2025-06-30 14:05:26.480306,4.0
6353,245,2026-01-31 14:05:26.480312,7.0
6354,960,2025-06-07 14:05:26.480316,0.0
6355,634,2026-01-01 14:05:26.480320,7.0
6356,190,2025-08-31 14:05:26.480324,1.0
6357,515,2025-10-10 14:05:26.480329,4.0
6358,934,2026-01-10 14:05:26.480333,5.0
6359,595,2025-12-22 14:05:26.480337,2.0
166,391,2025-12-09 14:05:26.480341,5.0
6361,650,2026-01-25 14:05:26.480347,4.0
6362,770,2026-03-06 14:05:26.480351,2.0
6363,241,2026-03-30 14:05:26.480355,8.0
6364,344,2025-12-19 14:05:26.480359,8.0
6365,1026,2025-08-17 14:05:26.480364,0.0
6366,766,2025-07-17 14:05:26.480368,10.0
6367,508,2026-02-14 14:05:26.480377,3.0
106,898,2026-05-02 14:05:26.480382,5.0
6369,1098,2025-09-26 14:05:26.480388,1.0
6370,1097,2025-07-02 14:05:26.480392,2.0
6371,398,2026-03-19 14:05:26.480396,10.0
6372,438,2025-10-06 14:05:26.480402,0.0
6373,694,2026-01-21 14:05:26.480407,1.0
6374,285,2026-03-04 14:05:26.480412,10.0
6375,125,2026-02-10 14:05:26.480416,4.0
6376,58,2025-11-23 14:05:26.480421,3.0
6377,907,2026-01-15 14:05:26.480425,0.0
6378,106,2025-08-16 14:05:26.480429,10.0
6379,522,2025-11-23 14:05:26.480434,7.0
6380,606,2026-05-30 14:05:26.480438,3.0
6381,673,2026-01-18 14:05:26.480442,5.0
6382,898,2025-12-16 14:05:26.480446,10.0
6383,157,2025-11-29 14:05:26.480451,9.0
6384,977,2025-06-10 14:05:26.480455,10.0
6385,4,2025-07-03 14:05:26.480459,3.0
6386,969,2026-04-07 14:05:26.480463,3.0
6387,723,2026-02-18 14:05:26.480468,5.0
6388,203,2025-07-15 14:05:26.480472,2.0
6389,718,2025-11-09 14:05:26.480476,3.0
6390,430,2026-01-08 14:05:26.480480,10.0
6391,640,2025-10-12 14:05:26.480484,10.0
6392,486,2025-08-02 14:05:26.480488,1.0
6393,812,2026-03-27 14:05:26.480493,3.0
6394,1191,2025-08-03 14:05:26.480497,6.0
6395,238,2025-09-15 14:05:26.480505,4.0
6396,77,2026-01-10 14:05:26.480510,0.0
6397,40,2025-10-21 14:05:26.480514,5.0
6398,1152,2025-11-20 14:05:26.480518,2.0
6399,748,2026-02-17 14:05:26.480522,0.0
6400,769,2025-07-09 14:05:26.480527,4.0
6401,591,2026-03-11 14:05:26.480531,3.0
6402,1054,2026-01-09 14:05:26.480537,5.0
6403,814,2026-01-25 14:05:26.480541,4.0
6404,888,2025-07-23 14:05:26.480548,1.0
6405,816,2026-04-04 14:05:26.480553,8.0
6406,580,2026-02-12 14:05:26.480558,2.0
6407,1092,2025-07-19 14:05:26.480561,7.0
6408,1143,2026-03-26 14:05:26.480566,0.0
6409,104,2025-10-08 14:05:26.480571,6.0
6410,45,2026-05-31 14:05:26.480575,3.0
177,794,2025-06-11 14:05:26.480579,3.0
6412,249,2026-05-09 14:05:26.480584,1.0
6413,50,2026-02-15 14:05:26.480588,6.0
6414,671,2025-11-18 14:05:26.480592,6.0
